order_no,company_customer_cd,company_item_cd,amount,order_date,status_order
27372,17024,60784,3960,2013/07/30,5
27373,17026,65470,1505,2013/07/30,5
27374,17025,66160,980,2013/07/30,5
27375,,64642,2130,2013/07/30,5
27376,,59080,2320,2013/07/30,5
27376,,58957,2320,2013/07/30,5
27377,17008,67570,5050,2013/07/30,3
27377,17008,68845,5050,2013/07/30,3
27377,17008,65145,5050,2013/07/30,3
27378,17032,63117,2130,2013/07/30,5
27379,17030,63099,2830,2013/07/30,5
27379,17030,63108,2830,2013/07/30,5
27380,17034,67904,1490,2013/07/30,3
27381,17033,59137,1980,2013/07/30,5
27382,17034,67904,1640,2013/07/30,5
27383,,58956,995,2013/07/30,5
27384,17039,56567,2340,2013/07/30,5
27384,17039,65465,2340,2013/07/30,5
27385,,63113,1980,2013/07/30,5
27386,17041,63102,1805,2013/07/30,5
27387,,65133,2810,2013/07/30,5
27387,,68650,2810,2013/07/30,5
27388,17038,63105,1640,2013/07/30,5
27389,16723,59078,1505,2013/07/30,5
27390,17042,65470,2320,2013/07/30,5
27390,17042,58957,2320,2013/07/30,5
27391,,65464,1805,2013/07/30,5
27392,,67293,1805,2013/07/30,5
27393,6811,63416,4820,2013/07/30,5
27393,6811,67425,4820,2013/07/30,5
27393,6811,54910,4820,2013/07/30,5
27394,17043,59139,2295,2013/07/30,5
27395,,66091,2130,2013/07/30,5
27396,,54782,5770,2013/07/30,5
27396,,61619,5770,2013/07/30,5
27396,,54909,5770,2013/07/30,5
27396,,13734,5770,2013/07/30,5
27396,,54906,5770,2013/07/30,5
27396,,54359,5770,2013/07/30,5
27397,16320,59047,1190,2013/07/30,3
27398,17046,54556,830,2013/07/30,5
27399,,64247,4610,2013/07/30,5
27399,,68280,4610,2013/07/30,5
27400,,63114,2130,2013/07/30,5
27401,17044,63105,1505,2013/07/30,5
27402,14807,66140,1130,2013/07/30,5
27403,12358,68272,1319,2013/07/30,5
27404,,67322,1490,2013/07/30,5
27405,17048,58956,3165,2013/07/30,5
27405,17048,59074,3165,2013/07/30,5
27405,17048,58976,3165,2013/07/30,5
27406,17029,59076,1505,2013/07/30,5
27407,17051,62982,2330,2013/07/30,5
27408,17036,55419,2770,2013/07/30,5
27408,17036,65470,2770,2013/07/30,5
27409,17049,67314,4680,2013/07/30,5
27409,17049,63117,4680,2013/07/30,5
27409,17049,58978,4680,2013/07/30,5
27409,17049,58957,4680,2013/07/30,5
27410,,67293,3585,2013/07/30,5
27410,,67598,3585,2013/07/30,5
27411,,59059,1805,2013/07/30,5
27412,,67323,1640,2013/07/30,5
27413,16513,65464,1640,2013/07/30,5
27414,17053,65467,1190,2013/07/30,5
27415,,59081,1640,2013/07/30,5
27416,15423,58981,680,2013/07/30,5
27417,17017,66879,1130,2013/07/30,5
27418,,65470,1640,2013/07/30,5
27419,16604,59081,2995,2013/07/30,5
27419,16604,65274,2995,2013/07/30,5
27420,,67319,1640,2013/07/30,5
27421,16131,63100,1490,2013/07/30,5
27422,17058,59054,1640,2013/07/30,5
27423,17060,59047,1190,2013/07/30,3
27424,17062,59059,3320,2013/07/30,5
27424,17062,63116,3320,2013/07/30,5
27425,,67314,1640,2013/07/30,5
27426,4997,68851,1830,2013/07/30,5
27427,,67320,1640,2013/07/30,5
27428,,59050,2980,2013/07/30,5
27428,,67321,2980,2013/07/30,5
27429,17054,54756,1680,2013/07/30,5
27429,17054,67605,1680,2013/07/30,5
27430,6830,61219,3830,2013/07/30,5
27431,12658,68730,2170,2013/07/30,5
27431,12658,68735,2170,2013/07/30,5
27432,,65464,1640,2013/07/30,5
27433,17063,65458,1805,2013/07/30,5
27434,17064,66099,2295,2013/07/30,5
27435,17065,65464,1490,2013/07/30,5
27436,14081,60344,1390,2013/07/30,5
27437,17057,59078,1190,2013/07/30,5
27438,17066,65312,5660,2013/07/30,5
27438,17066,68269,5660,2013/07/30,5
27438,17066,67345,5660,2013/07/30,5
27438,17066,44814,5660,2013/07/30,5
27439,,68764,3855,2013/07/30,5
27439,,54250,3855,2013/07/30,5
27439,,65778,3855,2013/07/30,5
27440,16752,68738,1200,2013/07/30,5
27441,4607,68947,5296,2013/07/30,5
27441,4607,68931,5296,2013/07/30,5
27441,4607,68939,5296,2013/07/30,5
27442,17068,63755,4175,2013/07/30,5
27442,17068,66076,4175,2013/07/30,5
27442,17068,59352,4175,2013/07/30,5
27443,16752,68686,2480,2013/07/30,3
27443,16752,68738,2480,2013/07/30,3
27444,,57249,1150,2013/07/30,5
27445,,65313,4420,2013/07/30,5
27445,,68841,4420,2013/07/30,5
27445,,67306,4420,2013/07/30,5
27446,,59045,1805,2013/07/30,5
27447,,67307,5470,2013/07/30,5
27447,,63104,5470,2013/07/30,5
27447,,67304,5470,2013/07/30,5
27448,,69030,1430,2013/07/30,5
27449,10317,58957,2320,2013/07/30,3
27449,10317,67320,2320,2013/07/30,3
27450,17070,65457,1340,2013/07/30,5
27451,,65458,1640,2013/07/30,5
27452,12455,64383,1840,2013/07/30,5
27453,,61622,7010,2013/07/30,5
27453,,68103,7010,2013/07/30,5
27453,,58281,7010,2013/07/30,5
27453,,67989,7010,2013/07/30,5
27453,,68648,7010,2013/07/30,5
27454,17071,65460,1505,2013/07/30,5
27455,,58956,995,2013/07/30,5
27456,,59060,1805,2013/07/30,5
27457,17072,63105,3810,2013/07/30,5
27457,17072,63381,3810,2013/07/30,5
27457,17072,58979,3810,2013/07/30,5
27458,17059,58978,695,2013/07/30,5
27459,14662,31742,1695,2013/07/30,5
27460,17075,63101,1340,2013/07/30,5
27461,,59062,1640,2013/07/30,5
27462,14725,45082,990,2013/07/31,5
27463,17077,64335,3085,2013/07/31,5
27463,17077,67570,3085,2013/07/31,5
27464,,59059,1640,2013/07/31,5
27465,17046,67320,4120,2013/07/31,5
27465,17046,66362,4120,2013/07/31,5
27466,16121,62683,1270,2013/07/31,5
27467,17078,64383,5760,2013/07/31,5
27467,17078,68045,5760,2013/07/31,5
27467,17078,68095,5760,2013/07/31,5
27468,,68748,3600,2013/07/31,5
27468,,64658,3600,2013/07/31,5
27468,,66524,3600,2013/07/31,5
27469,15436,67320,1640,2013/07/31,5
27470,14205,65464,1140,2013/07/31,5
27471,9373,66131,4450,2013/07/31,5
27471,9373,65886,4450,2013/07/31,5
27471,9373,65219,4450,2013/07/31,5
27472,,68851,2130,2013/07/31,5
27473,17080,59072,1840,2013/07/31,5
27474,17083,63115,3485,2013/07/31,5
27474,17083,63085,3485,2013/07/31,5
27475,17082,59077,1505,2013/07/31,5
27476,17084,58957,2550,2013/07/31,5
27476,17084,58976,2550,2013/07/31,5
27476,17084,59054,2550,2013/07/31,5
27477,,67648,1930,2013/07/31,5
27477,,62859,1930,2013/07/31,5
27478,14903,58978,2550,2013/07/31,5
27478,14903,58957,2550,2013/07/31,5
27478,14903,67320,2550,2013/07/31,5
27479,,65467,1640,2013/07/31,5
27480,17085,24537,5090,2013/07/31,5
27480,17085,60967,5090,2013/07/31,5
27480,17085,36833,5090,2013/07/31,5
27480,17085,60964,5090,2013/07/31,5
27480,17085,64782,5090,2013/07/31,5
27481,17087,65302,3210,2013/07/31,3
27481,17087,64434,3210,2013/07/31,3
27481,17087,65778,3210,2013/07/31,3
27482,17089,65460,3130,2013/07/31,5
27482,17089,67292,3130,2013/07/31,5
27483,17088,64365,2610,2013/07/31,5
27483,17088,65779,2610,2013/07/31,5
27484,,45124,1805,2013/07/31,5
27485,17091,58956,530,2013/07/31,5
27486,17086,63099,3320,2013/07/31,5
27486,17086,59135,3320,2013/07/31,5
27487,,54923,1680,2013/07/31,5
27488,11293,58957,830,2013/07/31,5
27489,,63313,10700,2013/07/31,5
27489,,60691,10700,2013/07/31,5
27489,,58158,10700,2013/07/31,5
27489,,66165,10700,2013/07/31,5
27489,,66466,10700,2013/07/31,5
27489,,68063,10700,2013/07/31,5
27489,,66468,10700,2013/07/31,5
27489,,60688,10700,2013/07/31,5
27490,17020,62894,4270,2013/07/31,5
27490,17020,59236,4270,2013/07/31,5
27491,11655,68349,2035,2013/07/31,5
27492,,67293,1640,2013/07/31,5
27493,,65470,1805,2013/07/31,5
27494,14281,63313,1640,2013/07/31,5
27495,17093,63102,1340,2013/07/31,5
27496,,59074,1805,2013/07/31,5
27497,,59078,1640,2013/07/31,5
27498,12008,59048,1340,2013/07/31,5
27499,11143,68851,3260,2013/07/31,5
27499,11143,68103,3260,2013/07/31,5
27500,17094,63118,2680,2013/07/31,5
27500,17094,60809,2680,2013/07/31,5
27501,,56567,2640,2013/07/31,5
27501,,63105,2640,2013/07/31,5
27502,13047,56567,710,2013/07/31,5
27503,15221,63101,1655,2013/07/31,5
27504,17097,65464,3620,2013/07/31,5
27504,17097,63029,3620,2013/07/31,5
27505,17098,58957,2250,2013/07/31,5
27505,17098,65464,2250,2013/07/31,5
27506,17099,64417,3725,2013/07/31,5
27506,17099,65778,3725,2013/07/31,5
27506,17099,68732,3725,2013/07/31,5
27507,17100,65467,1805,2013/07/31,5
27508,17064,68013,3275,2013/07/31,5
27508,17064,66122,3275,2013/07/31,5
27509,17101,68362,6040,2013/07/31,5
27509,17101,63764,6040,2013/07/31,5
27509,17101,54079,6040,2013/07/31,5
27509,17101,68280,6040,2013/07/31,5
27510,17064,66158,1595,2013/07/31,5
27511,4685,59078,1510,2013/07/31,5
27512,16188,64453,5480,2013/07/31,5
27512,16188,64756,5480,2013/07/31,5
27512,16188,64924,5480,2013/07/31,5
27512,16188,65559,5480,2013/07/31,5
27513,,67292,1640,2013/07/31,5
27514,,67313,1640,2013/07/31,5
27515,17102,63117,1830,2013/07/31,5
27516,5846,68236,2475,2013/07/31,5
27516,5846,68998,2475,2013/07/31,5
27517,14101,13782,500,2013/07/31,5
27518,17103,65463,1190,2013/07/31,5
27519,17105,67322,2505,2013/07/31,5
27519,17105,60687,2505,2013/07/31,5
27520,,66091,4110,2013/07/31,5
27520,,63577,4110,2013/07/31,5
27521,16629,68396,1830,2013/07/31,5
27522,17107,58978,380,2013/07/31,3
27523,9274,67069,6890,2013/07/31,5
27523,9274,61157,6890,2013/07/31,5
27523,9274,64763,6890,2013/07/31,5
27523,9274,64678,6890,2013/07/31,5
27524,17108,63109,1340,2013/07/31,5
27525,,67313,7090,2013/07/31,5
27525,,63104,7090,2013/07/31,5
27525,,68358,7090,2013/07/31,5
27525,,66098,7090,2013/07/31,5
27526,,63103,1640,2013/07/31,5
27527,8380,68701,2645,2013/07/31,5
27527,8380,68733,2645,2013/07/31,5
27528,17109,58957,1510,2013/07/31,5
27528,17109,58977,1510,2013/07/31,5
27529,17109,68708,1950,2013/07/31,3
27529,17109,68740,1950,2013/07/31,3
27530,,64882,2620,2013/07/31,3
27530,,67603,2620,2013/07/31,3
27531,,67951,3410,2013/07/31,3
27531,,45592,3410,2013/07/31,3
27532,,65467,1805,2013/07/31,5
27533,,65464,1805,2013/07/31,5
27534,17110,59074,2550,2013/07/31,5
27534,17110,58957,2550,2013/07/31,5
27534,17110,58976,2550,2013/07/31,5
27535,,26444,5490,2013/07/31,5
27535,,66665,5490,2013/07/31,5
27535,,66293,5490,2013/07/31,5
27535,,65306,5490,2013/07/31,5
27536,17111,64413,12060,2013/07/31,5
27536,17111,65034,12060,2013/07/31,5
27536,17111,64421,12060,2013/07/31,5
27536,17111,55237,12060,2013/07/31,5
27536,17111,65559,12060,2013/07/31,5
27536,17111,65561,12060,2013/07/31,5
27536,17111,65312,12060,2013/07/31,5
27536,17111,55397,12060,2013/07/31,5
27537,14034,64443,3615,2013/07/31,5
27537,14034,68349,3615,2013/07/31,5
27538,,63719,5270,2013/07/31,5
27538,,65359,5270,2013/07/31,5
27539,17114,37228,350,2013/07/31,5
27540,17095,61070,2150,2013/07/31,5
27540,17095,44037,2150,2013/07/31,5
27541,17095,68671,3650,2013/07/31,5
27541,17095,68703,3650,2013/07/31,5
27541,17095,68438,3650,2013/07/31,5
27542,15446,66467,2470,2013/07/31,5
27542,15446,67570,2470,2013/07/31,5
27543,6890,67320,1640,2013/07/31,3
27544,15009,67319,5340,2013/07/31,5
27544,15009,68221,5340,2013/07/31,5
27544,15009,54079,5340,2013/07/31,5
27544,15009,63327,5340,2013/07/31,5
27545,17117,54970,1000,2013/07/31,3
27546,,63115,1980,2013/07/31,5
27547,17119,59077,1640,2013/07/31,5
27548,,68430,3540,2013/07/31,5
27548,,66457,3540,2013/07/31,5
27548,,62656,3540,2013/07/31,5
27549,16909,65461,1190,2013/07/31,5
27550,5852,60966,3150,2013/07/31,5
27550,5852,60965,3150,2013/07/31,5
27550,5852,60967,3150,2013/07/31,5
27551,,67612,1330,2013/07/31,5
27552,,66095,1980,2013/07/31,5
27553,17120,58976,530,2013/07/31,5
27554,10280,58981,2846,2013/07/31,5
27554,10280,59065,2846,2013/07/31,5
27554,10280,58957,2846,2013/07/31,5
27555,,60350,1490,2013/07/31,3
27556,,60350,1490,2013/07/31,5
27557,17123,63085,1340,2013/07/31,5
27558,17122,65461,1805,2013/07/31,5
27559,17121,63107,1340,2013/07/31,5
27560,17031,59135,1830,2013/07/31,5
27561,,64646,2130,2013/07/31,5
27562,17126,63084,1340,2013/07/31,5
27563,16920,65470,1490,2013/07/31,3
27564,,54081,5300,2013/07/31,5
27564,,62611,5300,2013/07/31,5
27564,,66090,5300,2013/07/31,5
27565,,67314,1805,2013/07/31,5
27566,17115,65470,1505,2013/07/31,5
27567,,59078,1640,2013/07/31,5
27568,17129,67613,2160,2013/07/31,5
27568,17129,68652,2160,2013/07/31,5
27569,17130,64386,5910,2013/07/31,5
27569,17130,63824,5910,2013/07/31,5
27569,17130,66119,5910,2013/07/31,5
27570,17118,68842,4665,2013/07/31,5
27570,17118,64390,4665,2013/07/31,5
27570,17118,67587,4665,2013/07/31,5
27571,,66524,5670,2013/07/31,5
27571,,64686,5670,2013/07/31,5
27571,,66465,5670,2013/07/31,5
27571,,67120,5670,2013/07/31,5
27572,17132,67319,1505,2013/07/31,5
27573,16378,54944,2115,2013/07/31,3
27574,17133,62615,1200,2013/07/31,5
27575,16920,65470,1490,2013/07/31,3
27576,,59137,2295,2013/07/31,5
27577,16920,65470,1190,2013/07/31,3
27578,,59062,1640,2013/07/31,5
27579,16920,65470,1340,2013/07/31,5
27580,,59048,1640,2013/07/31,5
27581,10600,59442,2597,2013/07/31,3
27581,10600,66139,2597,2013/07/31,3
27582,,65467,1640,2013/07/31,5
27583,,59062,1640,2013/07/31,5
27584,17136,63080,3295,2013/07/31,5
27584,17136,59045,3295,2013/07/31,5
27585,17137,65138,1295,2013/07/31,5
27586,17138,67325,1340,2013/07/31,5
27587,16607,63083,1190,2013/07/31,5
27588,17139,44033,980,2013/07/31,5
27589,17142,66099,3410,2013/07/31,5
27589,17142,57434,3410,2013/07/31,5
27590,17140,56426,7880,2013/07/31,5
27590,17140,63381,7880,2013/07/31,5
27590,17140,65559,7880,2013/07/31,5
27590,17140,66121,7880,2013/07/31,5
27590,17140,56430,7880,2013/07/31,5
27591,17141,58971,1730,2013/07/31,5
27591,17141,31742,1730,2013/07/31,5
27592,4379,68670,2575,2013/07/31,5
27592,4379,68706,2575,2013/07/31,5
27593,17135,63117,3670,2013/07/31,5
27593,17135,59070,3670,2013/07/31,5
27594,17060,59047,1190,2013/07/31,5
27595,17144,62989,7080,2013/07/31,5
27595,17144,62611,7080,2013/07/31,5
27595,17144,66098,7080,2013/07/31,5
27595,17144,54590,7080,2013/07/31,5
27596,17145,65470,1805,2013/07/31,5
27597,17143,60254,3560,2013/07/31,3
27597,17143,66513,3560,2013/07/31,3
27598,6890,63115,1830,2013/07/31,5
27599,,67320,1805,2013/07/31,5
27600,17143,60254,2280,2013/07/31,3
27601,16446,68399,680,2013/07/31,5
27602,,63102,1640,2013/07/31,5
27603,,63970,2520,2013/07/31,3
27603,,54103,2520,2013/07/31,3
27604,,61573,5350,2013/07/31,5
27604,,67218,5350,2013/07/31,5
27604,,63188,5350,2013/07/31,5
27605,,54211,1805,2013/07/31,5
27606,17143,60254,2280,2013/07/31,5
27607,17150,68275,5000,2013/07/31,5
27607,17150,66197,5000,2013/07/31,5
27607,17150,66203,5000,2013/07/31,5
27607,17150,54756,5000,2013/07/31,5
27608,,54957,1000,2013/07/31,5
27609,17151,63080,1340,2013/07/31,5
27610,17143,66513,980,2013/07/31,5
27611,,68845,3560,2013/07/31,3
27611,,68850,3560,2013/07/31,3
27611,,65299,3560,2013/07/31,3
27612,,63084,1640,2013/07/31,5
27613,17153,65316,3475,2013/07/31,5
27613,17153,63752,3475,2013/07/31,5
27613,17153,65561,3475,2013/07/31,5
27614,,65299,3710,2013/07/31,5
27614,,68845,3710,2013/07/31,5
27614,,68850,3710,2013/07/31,5
27615,,64647,2130,2013/07/31,5
27616,17154,67313,1490,2013/07/31,5
27617,,54786,3295,2013/07/31,5
27617,,63114,3295,2013/07/31,5
27618,,65470,1640,2013/07/31,5
27619,13564,67313,1481,2013/07/31,5
27620,17148,68844,1910,2013/07/31,5
27620,17148,32447,1910,2013/07/31,5
27621,17156,65314,850,2013/07/31,5
27622,,59130,2630,2013/07/31,5
27623,17155,67322,1190,2013/07/31,3
27624,17155,67322,1340,2013/07/31,5
27625,,58976,2320,2013/07/31,5
27625,,68057,2320,2013/07/31,5
27626,,59054,1640,2013/07/31,5
27627,17157,67483,1130,2013/07/31,5
27628,,59059,1640,2013/07/31,5
27629,16943,37828,1560,2013/07/31,5
27629,16943,36833,1560,2013/07/31,5
27630,,65312,12870,2013/07/31,5
27630,,60361,12870,2013/07/31,5
27630,,65778,12870,2013/07/31,5
27630,,65252,12870,2013/07/31,5
27630,,68218,12870,2013/07/31,5
27630,,66293,12870,2013/07/31,5
27630,,60611,12870,2013/07/31,5
27630,,68236,12870,2013/07/31,5
27631,17158,65463,1340,2013/07/31,5
27632,,65470,1640,2013/07/31,5
27633,,65463,1640,2013/07/31,5
27634,,65439,4085,2013/07/31,5
27634,,67181,4085,2013/07/31,5
27635,17159,59054,1640,2013/07/31,5
27636,,68057,1640,2013/07/31,5
27637,,63314,7640,2013/07/31,5
27637,,68053,7640,2013/07/31,5
27637,,67905,7640,2013/07/31,5
27637,,66344,7640,2013/07/31,5
27637,,68376,7640,2013/07/31,5
27638,3984,68455,1119,2013/07/31,3
27639,17160,63102,2980,2013/07/31,5
27639,17160,63107,2980,2013/07/31,5
27640,17147,66878,1130,2013/07/31,5
27641,16766,59045,1490,2013/07/31,3
27642,17163,54246,4355,2013/07/31,5
27642,17163,68119,4355,2013/07/31,5
27642,17163,56569,4355,2013/07/31,5
27642,17163,36836,4355,2013/07/31,5
27643,16130,63832,2029,2013/07/31,5
27644,,59137,2130,2013/07/31,5
27645,16392,58956,530,2013/07/31,5
27646,17162,65306,2340,2013/07/31,5
27646,17162,67324,2340,2013/07/31,5
27647,17161,59081,1640,2013/07/31,5
27648,14564,63105,1640,2013/07/31,5
27649,17167,63084,3020,2013/07/31,3
27649,17167,31742,3020,2013/07/31,3
27650,,65464,1640,2013/07/31,5
27651,14399,68968,1850,2013/07/31,5
27652,,58678,995,2013/07/31,5
27652,,65470,995,2013/07/31,5
27652,,59046,995,2013/07/31,5
27653,,58957,6460,2013/07/31,5
27653,,58677,6460,2013/07/31,5
27653,,58678,6460,2013/07/31,5
27653,,68014,6460,2013/07/31,5
27653,,63295,6460,2013/07/31,5
27654,,67308,1990,2013/07/31,3
27655,,65470,1805,2013/07/31,3
27656,,63107,1640,2013/07/31,5
27657,,65463,1640,2013/07/31,5
27658,11133,67171,5000,2013/07/31,5
27658,11133,67172,5000,2013/07/31,5
27659,17170,63100,1640,2013/07/31,5
27660,16022,62681,1730,2013/07/31,5
27661,17171,63114,1830,2013/07/31,5
27662,,65460,1640,2013/07/31,5
27663,17165,59137,3790,2013/07/31,5
27663,17165,66526,3790,2013/07/31,5
27663,17165,60878,3790,2013/07/31,5
27664,,58677,1510,2013/07/31,5
27665,17173,59081,1805,2013/07/31,5
27666,12502,68855,2980,2013/07/31,3
27666,12502,54782,2980,2013/07/31,3
27667,,68526,2275,2013/07/31,5
27667,,68650,2275,2013/07/31,5
27668,16942,57244,3710,2013/07/31,5
27668,16942,63390,3710,2013/07/31,5
27669,,59045,1640,2013/07/31,5
27670,17177,67323,1340,2013/07/31,5
27671,,63117,2130,2013/07/31,5
27672,17179,59051,1190,2013/07/31,5
27673,12902,65457,2485,2013/07/31,5
27673,12902,58957,2485,2013/07/31,5
27674,,59045,1640,2013/07/31,5
27675,,58957,2170,2013/07/31,5
27675,,65464,2170,2013/07/31,5
27676,17011,65463,1340,2013/07/31,5
27677,17181,65464,1505,2013/07/31,5
27678,17184,65312,1000,2013/07/31,5
27679,,63117,2130,2013/07/31,5
27680,,67315,1490,2013/07/31,5
27681,,65463,1805,2013/07/31,5
27682,17187,67185,3930,2013/07/31,3
27683,,66159,1280,2013/07/31,3
27684,17186,65460,5550,2013/07/31,5
27684,17186,64025,5550,2013/07/31,5
27684,17186,68507,5550,2013/07/31,5
27684,17186,31742,5550,2013/07/31,5
27685,15705,31742,3565,2013/07/31,5
27685,15705,58976,3565,2013/07/31,5
27685,15705,62996,3565,2013/07/31,5
27686,17180,58957,530,2013/07/31,5
27687,17188,59130,4120,2013/07/31,5
27687,17188,63102,4120,2013/07/31,5
27688,,36681,780,2013/07/31,5
27689,17190,66159,1130,2013/07/31,5
27690,,65464,1805,2013/07/31,5
27691,17193,67315,4370,2013/07/31,5
27691,17193,54968,4370,2013/07/31,5
27691,17193,68710,4370,2013/07/31,5
27691,17193,67605,4370,2013/07/31,5
27692,17191,65463,1490,2013/07/31,5
27693,,55437,17180,2013/07/31,5
27693,,67515,17180,2013/07/31,5
27693,,67988,17180,2013/07/31,5
27693,,68066,17180,2013/07/31,5
27693,,68520,17180,2013/07/31,5
27693,,57179,17180,2013/07/31,5
27693,,68043,17180,2013/07/31,5
27693,,34192,17180,2013/07/31,5
27693,,67697,17180,2013/07/31,5
27694,17195,59056,2020,2013/07/31,5
27694,17195,58956,2020,2013/07/31,5
27695,17196,64453,4600,2013/07/31,5
27695,17196,66092,4600,2013/07/31,5
27695,17196,60228,4600,2013/07/31,5
27696,16297,65464,1640,2013/07/31,5
27697,,65464,1640,2013/07/31,5
27698,17174,59056,1505,2013/07/31,5
27699,17198,59063,1640,2013/07/31,5
27700,,67483,1430,2013/07/31,5
27701,17199,59047,1640,2013/07/31,5
27702,,63105,1640,2013/07/31,5
27703,12502,54782,3990,2013/07/31,5
27703,12502,69088,3990,2013/07/31,5
27704,17152,63295,5530,2013/07/31,5
27704,17152,63104,5530,2013/07/31,5
27704,17152,68708,5530,2013/07/31,5
27705,,67264,1980,2013/07/31,5
27706,17182,58957,5400,2013/07/31,5
27706,17182,58976,5400,2013/07/31,5
27706,17182,58978,5400,2013/07/31,5
27706,17182,59062,5400,2013/07/31,5
27706,17182,59048,5400,2013/07/31,5
27707,17027,66524,3110,2013/07/31,5
27707,17027,54930,3110,2013/07/31,5
27708,,59074,1805,2013/07/31,5
27709,,63081,1805,2013/07/31,5
27710,,59068,2140,2013/07/31,5
27711,16940,67322,8940,2013/07/31,5
27711,16940,59056,8940,2013/07/31,5
27711,16940,67293,8940,2013/07/31,5
27711,16940,59078,8940,2013/07/31,5
27711,16940,65464,8940,2013/07/31,5
27711,16940,67313,8940,2013/07/31,5
27712,17203,63085,2590,2013/07/31,3
27713,12554,63103,1265,2013/07/31,5
27714,17202,59135,3485,2013/07/31,5
27714,17202,67313,3485,2013/07/31,5
27715,16235,67313,3020,2013/07/31,5
27715,16235,31742,3020,2013/07/31,5
27716,16570,63085,1340,2013/07/31,5
27717,15575,63085,1440,2013/07/31,5
27718,,58957,1330,2013/07/31,5
27718,,58971,1330,2013/07/31,5
27719,,55572,1380,2013/07/31,5
27720,17206,67321,5460,2013/07/31,5
27720,17206,65459,5460,2013/07/31,5
27720,17206,58974,5460,2013/07/31,5
27720,17206,67771,5460,2013/07/31,5
27721,6565,56214,880,2013/07/31,5
27722,13016,68218,1198,2013/07/31,5
27723,,59135,2295,2013/07/31,5
27724,17209,67314,3130,2013/07/31,5
27724,17209,62611,3130,2013/07/31,5
27725,17210,63099,1340,2013/07/31,5
27726,17212,59056,1340,2013/07/31,5
27727,17211,63099,2830,2013/07/31,5
27727,17211,59048,2830,2013/07/31,5
27728,17213,63114,1830,2013/07/31,5
27729,15346,69112,1280,2013/07/31,3
27730,17176,59074,2020,2013/07/31,5
27730,17176,58957,2020,2013/07/31,5
27731,17214,59137,1995,2013/07/31,5
27732,17215,69093,2940,2013/07/31,5
27732,17215,63741,2940,2013/07/31,5
27732,17215,67123,2940,2013/07/31,5
27733,17207,63113,2130,2013/07/31,5
27734,,59080,1640,2013/07/31,5
27735,,65470,1805,2013/07/31,5
27736,,68678,1430,2013/07/31,5
27737,17216,59047,1340,2013/07/31,5
27738,,66121,3440,2013/07/31,5
27738,,67858,3440,2013/07/31,5
27738,,68528,3440,2013/07/31,5
27739,17219,65138,1975,2013/07/31,5
27740,6241,68676,1280,2013/07/31,5
27741,17218,63103,1340,2013/07/31,5
27742,,65464,2520,2013/07/31,5
27742,,56215,2520,2013/07/31,5
27743,,63105,1640,2013/07/31,5
27744,8538,68767,3305,2013/07/31,5
27745,,68275,2595,2013/07/31,5
27745,,54964,2595,2013/07/31,5
27746,,67304,4120,2013/07/31,5
27746,,63114,4120,2013/07/31,5
27747,,59078,1640,2013/07/31,5
27748,17222,31742,4675,2013/07/31,5
27748,17222,67695,4675,2013/07/31,5
27748,17222,60361,4675,2013/07/31,5
27749,7319,68700,980,2013/07/31,5
27750,,67532,980,2013/07/31,5
27751,11361,68748,708,2013/07/31,5
27752,17028,67323,2185,2013/07/31,5
27752,17028,58957,2185,2013/07/31,5
27753,,59048,1490,2013/07/31,5
27754,,65464,1805,2013/07/31,5
27755,17224,68257,830,2013/07/31,5
27756,,59056,1640,2013/07/31,5
27757,17225,59056,1190,2013/07/31,5
27758,,65461,1805,2013/07/31,5
27759,,58978,2060,2013/07/31,5
27759,,31742,2060,2013/07/31,5
27760,17217,64386,1840,2013/07/31,5
27761,17220,60879,5130,2013/07/31,5
27761,17220,63162,5130,2013/07/31,5
27761,17220,66197,5130,2013/07/31,5
27761,17220,54081,5130,2013/07/31,5
27762,17226,67293,1340,2013/07/31,5
27763,17230,59047,1340,2013/07/31,5
27764,,67314,3600,2013/07/31,5
27764,,58957,3600,2013/07/31,5
27764,,68014,3600,2013/07/31,5
27765,,63099,1640,2013/07/31,5
27766,,67315,1640,2013/07/31,5
27767,,58956,4490,2013/07/31,5
27767,,59060,4490,2013/07/31,5
27767,,59054,4490,2013/07/31,5
27767,,58957,4490,2013/07/31,5
27768,17229,68670,2450,2013/07/31,5
27768,17229,68702,2450,2013/07/31,5
27769,17227,65465,1340,2013/07/31,5
27770,17208,58385,780,2013/07/31,3
27771,,67313,1640,2013/07/31,5
27772,,59062,1805,2013/07/31,5
27773,17228,61625,2130,2013/07/31,5
27773,17228,60807,2130,2013/07/31,5
27774,17231,67320,1340,2013/07/31,5
27775,,56569,1000,2013/07/31,5
27776,17235,58294,1340,2013/07/31,5
27777,17236,68095,2805,2013/07/31,5
27777,17236,54356,2805,2013/07/31,5
27778,,67532,1130,2013/07/31,5
27779,17231,63100,3130,2013/07/31,5
27779,17231,67321,3130,2013/07/31,5
27780,16398,68741,1200,2013/07/31,5
27781,17237,67293,1805,2013/07/31,5
27782,3984,68455,1980,2013/07/31,5
27783,,63098,1640,2013/07/31,5
27784,,64888,3595,2013/07/31,5
27784,,32014,3595,2013/07/31,5
27785,15923,68693,980,2013/07/31,5
27786,9241,59048,896,2013/07/31,5
27786,9241,68526,896,2013/07/31,5
27787,,67905,6000,2013/07/31,5
27787,,44657,6000,2013/07/31,5
